Entry	Protein names	Gene names
P22102	Trifunctional purine biosynthetic protein adenosine-3 [Includes: Phosphoribosylamine--glycine ligase (EC 6.3.4.13) (Glycinamide ribonucleotide synthetase) (GARS) (Phosphoribosylglycinamide synthetase); Phosphoribosylformylglycinamidine cyclo-ligase (EC 6.3.3.1) (AIR synthase) (AIRS) (Phosphoribosyl-aminoimidazole synthetase); Phosphoribosylglycinamide formyltransferase (EC 2.1.2.2) (5'-phosphoribosylglycinamide transformylase) (GAR transformylase) (GART)]	GART PGFT PRGS
I3L0S3	Putative uncharacterized protein PYCARD-AS1 (PYCARD antisense RNA 1) (PYCARD antisense gene protein 1) (PYCARD opposite strand protein)	PYCARD-AS1 C16orf98 PYCARDOS
Q8TE99	2-phosphoxylose phosphatase 1 (EC 3.1.3.-) (Acid phosphatase-like protein 2) (Xylosyl phosphatase) (epididymis luminal protein 124)	PXYLP1 ACPL2 HEL124 XYLP UNQ370/PRO706
P0C0E4	Ras-related protein Rab-40A-like (Ras-like GTPase)	RAB40AL RLGP
Q8N0V3	Putative ribosome-binding factor A, mitochondrial	RBFA C18orf22
Q9Y3P9	Rab GTPase-activating protein 1 (GAP and centrosome-associated protein) (Rab6 GTPase-activating protein GAPCenA)	RABGAP1 HSPC094
Q96PK6	RNA-binding protein 14 (Paraspeckle protein 2) (PSP2) (RNA-binding motif protein 14) (RRM-containing coactivator activator/modulator) (Synaptotagmin-interacting protein) (SYT-interacting protein)	RBM14 SIP
Q6ZSC3	RNA-binding protein 43 (RNA-binding motif protein 43)	RBM43 C2orf38
P57052	Splicing regulator RBM11 (RNA-binding motif protein 11)	RBM11
Q9BQ04	RNA-binding protein 4B (RNA-binding motif protein 30) (RNA-binding motif protein 4B) (RNA-binding protein 30)	RBM4B RBM30
Q9H1K0	Rabenosyn-5 (110 kDa protein) (FYVE finger-containing Rab5 effector protein rabenosyn-5) (RAB effector RBSN) (Zinc finger FYVE domain-containing protein 20)	RBSN ZFYVE20
Q8IZ40	REST corepressor 2	RCOR2
Q8NBN7	Retinol dehydrogenase 13 (EC 1.1.1.-) (Short chain dehydrogenase/reductase family 7C member 3)	RDH13 SDR7C3 PSEC0082 UNQ736/PRO1430
Q9HBH5	Retinol dehydrogenase 14 (EC 1.1.1.-) (Alcohol dehydrogenase PAN2) (Short chain dehydrogenase/reductase family 7C member 4)	RDH14 PAN2 SDR7C4 UNQ529/PRO1072
P61572	Endogenous retrovirus group K member 19 Rec protein (HERV-K(C19) Rec protein) (HERV-K_19q11 provirus Rec protein)	ERVK-19
P61573	Endogenous retrovirus group K member 9 Rec protein (HERV-K(C6) Rec protein) (HERV-K109 Rec protein) (HERV-K_6q14.1 provirus Rec protein)	ERVK-9
P61574	Endogenous retrovirus group K member 113 Rec protein (HERV-K113 Rec protein) (HERV-K_19p13.11 provirus Rec protein)	HERVK_113
P78509	Reelin (EC 3.4.21.-)	RELN
Q01201	Transcription factor RelB (I-Rel)	RELB
Q96D71	RalBP1-associated Eps domain-containing protein 1 (RalBP1-interacting protein 1)	REPS1
Q9BWE0	Replication initiator 1 (60 kDa origin-specific DNA-binding protein) (60 kDa replication initiation region protein) (ATT-binding protein) (DHFR oribeta-binding protein RIP60) (Zinc finger protein 464)	REPIN1 RIP60 ZNF464
P50120	Retinol-binding protein 2 (Cellular retinol-binding protein II) (CRBP-II)	RBP2 CRBP2
Q92785	Zinc finger protein ubi-d4 (Apoptosis response zinc finger protein) (BRG1-associated factor 45D) (BAF45D) (D4, zinc and double PHD fingers family 2) (Protein requiem)	DPF2 BAF45D REQ UBID4
Q96EN9	Required for excision 1-B domain-containing protein	REX1BD C19orf60
Q8N1G1	RNA exonuclease 1 homolog (EC 3.1.-.-) (Elongin-A-binding protein 1) (EloA-BP1) (Transcription elongation factor B polypeptide 3-binding protein 1)	REXO1 ELOABP1 KIAA1138 TCEB3BP1
P00797	Renin (EC 3.4.23.15) (Angiotensinogenase)	REN
P22234	Multifunctional protein ADE2 [Includes: Phosphoribosylaminoimidazole-succinocarboxamide synthase (EC 6.3.2.6) (SAICAR synthetase); Phosphoribosylaminoimidazole carboxylase (EC 4.1.1.21) (AIR carboxylase) (AIRC)]	PAICS ADE2 AIRC PAIS
P31939	Bifunctional purine biosynthesis protein PURH [Cleaved into: Bifunctional purine biosynthesis protein PURH, N-terminally processed] [Includes: Phosphoribosylaminoimidazolecarboxamide formyltransferase (EC 2.1.2.3) (5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase) (AICAR transformylase); IMP cyclohydrolase (EC 3.5.4.10) (ATIC) (IMP synthase) (Inosinicase)]	ATIC PURH OK/SW-cl.86
P20742	Pregnancy zone protein (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 6)	PZP CPAMD6
O14949	Cytochrome b-c1 complex subunit 8 (Complex III subunit 8) (Complex III subunit VIII) (Ubiquinol-cytochrome c reductase complex 9.5 kDa protein) (Ubiquinol-cytochrome c reductase complex ubiquinone-binding protein QP-C)	UQCRQ
Q08257	Quinone oxidoreductase (EC 1.6.5.5) (NADPH:quinone reductase) (Zeta-crystallin)	CRYZ
Q96P65	Pyroglutamylated RFamide peptide receptor (AQ27) (G-protein coupled receptor 103) (Orexigenic neuropeptide QRFP receptor) (SP9155)	QRFPR GPR103
Q9NXS2	Glutaminyl-peptide cyclotransferase-like protein (EC 2.3.2.5) (Golgi-resident glutaminyl-peptide cyclotransferase) (isoQC) (gQC)	QPCTL
Q5JT25	Ras-related protein Rab-41	RAB41
Q9NRW1	Ras-related protein Rab-6B	RAB6B
P61018	Ras-related protein Rab-4B	RAB4B PP1596
P51149	Ras-related protein Rab-7a	RAB7A RAB7
O14966	Ras-related protein Rab-7L1 (Rab-7-like protein 1) (Ras-related protein Rab-29)	RAB29 RAB7L1
P55042	GTP-binding protein RAD (RAD1) (Ras associated with diabetes)	RRAD RAD
Q9NS91	E3 ubiquitin-protein ligase RAD18 (EC 2.3.2.27) (Postreplication repair protein RAD18) (hHR18) (hRAD18) (RING finger protein 73) (RING-type E3 ubiquitin transferase RAD18)	RAD18 RNF73
Q8TD07	Retinoic acid early transcript 1E (Lymphocyte effector toxicity activation ligand) (NKG2D ligand 4) (N2DL-4) (NKG2DL4) (RAE-1-like transcript 4) (UL16-binding protein 4)	RAET1E LETAL N2DL4 ULBP4 UNQ1867/PRO4303
O60895	Receptor activity-modifying protein 2 (Calcitonin-receptor-like receptor activity-modifying protein 2) (CRLR activity-modifying protein 2)	RAMP2
O60896	Receptor activity-modifying protein 3 (Calcitonin-receptor-like receptor activity-modifying protein 3) (CRLR activity-modifying protein 3)	RAMP3
P13631	Retinoic acid receptor gamma (RAR-gamma) (Nuclear receptor subfamily 1 group B member 3)	RARG NR1B3
P10276	Retinoic acid receptor alpha (RAR-alpha) (Nuclear receptor subfamily 1 group B member 1)	RARA NR1B1
Q9Y272	Dexamethasone-induced Ras-related protein 1 (Activator of G-protein signaling 1)	RASD1 AGS1 DEXRAS1
Q99969	Retinoic acid receptor responder protein 2 (Chemerin) (RAR-responsive protein TIG2) (Tazarotene-induced gene 2 protein)	RARRES2 TIG2
Q9NS23	Ras association domain-containing protein 1	RASSF1 RDA32
O43374	Ras GTPase-activating protein 4 (Calcium-promoted Ras inactivator) (Ras p21 protein activator 4) (RasGAP-activating-like protein 2)	RASA4 CAPRI GAPL KIAA0538
P01111	GTPase NRas (Transforming protein N-Ras)	NRAS HRAS1
Q8IY67	Ribonucleoprotein PTB-binding 1 (Protein raver-1)	RAVER1 KIAA1978
C9J798	Ras GTPase-activating protein 4B	RASA4B
P01112	GTPase HRas (H-Ras-1) (Ha-Ras) (Transforming protein p21) (c-H-ras) (p21ras) [Cleaved into: GTPase HRas, N-terminally processed]	HRAS HRAS1
P01116	GTPase KRas (K-Ras 2) (Ki-Ras) (c-K-ras) (c-Ki-ras) [Cleaved into: GTPase KRas, N-terminally processed]	KRAS KRAS2 RASK2
Q15907	Ras-related protein Rab-11B (GTP-binding protein YPT3)	RAB11B YPT3
Q8WXH6	Ras-related protein Rab-40A (SOCS box-containing protein RAR2A) (Protein Rar-2)	RAB40A
O75884	Putative hydrolase RBBP9 (EC 3.-.-.-) (B5T-overexpressed gene protein) (Protein BOG) (Retinoblastoma-binding protein 10) (RBBP-10) (Retinoblastoma-binding protein 9) (RBBP-9)	RBBP9 BOG RBBP10
P78563	Double-stranded RNA-specific editase 1 (EC 3.5.4.37) (RNA-editing deaminase 1) (RNA-editing enzyme 1) (dsRNA adenosine deaminase)	ADARB1 ADAR2 DRADA2 RED1
Q06141	Regenerating islet-derived protein 3-alpha (REG-3-alpha) (Hepatointestinal pancreatic protein) (HIP/PAP) (Human proislet peptide) (Pancreatitis-associated protein 1) (Regenerating islet-derived protein III-alpha) (Reg III-alpha) [Cleaved into: Regenerating islet-derived protein 3-alpha 16.5 kDa form; Regenerating islet-derived protein 3-alpha 15 kDa form]	REG3A HIP PAP PAP1
Q6UW15	Regenerating islet-derived protein 3-gamma (REG-3-gamma) (Pancreatitis-associated protein 1B) (PAP-1B) (Pancreatitis-associated protein IB) (PAP IB) (Regenerating islet-derived protein III-gamma) (REG III) (Reg III-gamma) [Cleaved into: Regenerating islet-derived protein 3-gamma 16.5 kDa form; Regenerating islet-derived protein 3-gamma 15 kDa form]	REG3G PAP1B UNQ429/PRO162
Q9BRK0	Receptor expression-enhancing protein 2	REEP2 C5orf19 SGC32445
P04808	Prorelaxin H1 [Cleaved into: Relaxin B chain; Relaxin A chain]	RLN1
Q8WXF3	Relaxin-3 (Insulin-like peptide INSL7) (Insulin-like peptide 7) (Prorelaxin H3) [Cleaved into: Relaxin-3 B chain; Relaxin-3 A chain]	RLN3 INSL7 RXN3 ZINS4 UNQ6188/PRO20213
Q04864	Proto-oncogene c-Rel	REL
Q6BDI9	Rab15 effector protein	REP15
O75628	GTP-binding protein REM 1 (GTPase-regulating endothelial cell sprouting) (Rad and Gem-like GTP-binding protein 1)	REM1 GES REM
Q8NFH8	RalBP1-associated Eps domain-containing protein 2 (Partner of RalBP1) (RalBP1-interacting protein 2)	REPS2 POB1
Q5W5W9	Regulated endocrine-specific protein 18	RESP18
P82980	Retinol-binding protein 5 (Cellular retinol-binding protein III) (CRBP-III) (HRBPiso)	RBP5
Q96R05	Retinoid-binding protein 7 (Cellular retinoic acid-binding protein 4) (CRABP4) (CRBP4) (Cellular retinoic acid-binding protein IV) (CRABP-IV)	RBP7
Q13127	RE1-silencing transcription factor (Neural-restrictive silencer factor) (X2 box repressor)	REST NRSF XBR
Q9H6L5	Reticulophagy regulator 1 (Reticulophagy receptor 1)	RETREG1 FAM134B JK1
Q9UGC7	Peptide chain release factor 1-like, mitochondrial (Mitochondrial translational release factor 1-like) (mtRF1a)	MTRF1L MTRF1A
O14715	RANBP2-like and GRIP domain-containing protein 8 (Ran-binding protein 2-like 3) (RanBP2-like 3) (RanBP2L3)	RGPD8 RANBP2ALPHA RANBP2L1 RANBP2L3
O75916	Regulator of G-protein signaling 9 (RGS9)	RGS9
Q9BWJ2	Putative uncharacterized protein encoded by RHPN1-AS1 (RHPN1 antisense RNA 1) (RHPN1 antisense gene protein 1)	RHPN1-AS1 C8orf51
Q9NX52	Rhomboid-related protein 2 (RRP2) (EC 3.4.21.105) (Rhomboid-like protein 2) [Cleaved into: Rhomboid-related protein 2, N-terminal fragment (NTF); Rhomboid-related protein 2, C-terminal fragment (CTF)]	RHBDL2
Q8TEB9	Rhomboid-related protein 4 (RRP4) (EC 3.4.21.105) (Rhomboid domain-containing protein 1) (Rhomboid-like protein 4)	RHBDD1 RHBDL4 HSD-50 HSD50
P0C7M4	Rhox homeobox family member 2B	RHOXF2B
O94844	Rho-related BTB domain-containing protein 1	RHOBTB1 KIAA0740
Q52LW3	Rho GTPase-activating protein 29 (PTPL1-associated RhoGAP protein 1) (Rho-type GTPase-activating protein 29)	ARHGAP29 PARG1
Q8IWW6	Rho GTPase-activating protein 12 (Rho-type GTPase-activating protein 12)	ARHGAP12
Q53QZ3	Rho GTPase-activating protein 15 (ArhGAP15) (Rho-type GTPase-activating protein 15)	ARHGAP15 BM-024 BM-030 BM-046
Q68EM7	Rho GTPase-activating protein 17 (Rho-type GTPase-activating protein 17) (RhoGAP interacting with CIP4 homologs protein 1) (RICH-1)	ARHGAP17 RICH1 MSTP066 MSTP110
O14559	Rho GTPase-activating protein 33 (Rho-type GTPase-activating protein 33) (Sorting nexin-26) (Tc10/CDC42 GTPase-activating protein)	ARHGAP33 SNX26 TCGAP
Q9P2F6	Rho GTPase-activating protein 20 (Rho-type GTPase-activating protein 20)	ARHGAP20 KIAA1391
Q5T5U3	Rho GTPase-activating protein 21 (Rho GTPase-activating protein 10) (Rho-type GTPase-activating protein 21)	ARHGAP21 ARHGAP10 KIAA1424
Q8IUC4	Rhophilin-2 (76 kDa RhoB effector protein) (GTP-Rho-binding protein 2) (p76RBE)	RHPN2
O95153	Peripheral-type benzodiazepine receptor-associated protein 1 (PRAX-1) (Peripheral benzodiazepine receptor-interacting protein) (PBR-IP) (RIMS-binding protein 1) (RIM-BP1) (TSPO-associated protein 1)	TSPOAP1 BZRAP1 KIAA0612 RBP1 RIMBP1
Q86UR5	Regulating synaptic membrane exocytosis protein 1 (Rab-3-interacting molecule 1) (RIM 1) (Rab-3-interacting protein 2)	RIMS1 KIAA0340 RAB3IP2 RIM1 Nbla00761
Q9UQ26	Regulating synaptic membrane exocytosis protein 2 (Rab-3-interacting molecule 2) (RIM 2) (Rab-3-interacting protein 3)	RIMS2 KIAA0751 RAB3IP3 RIM2
Q6ZS11	Ras and Rab interactor-like protein	RINL
Q9H426	Regulating synaptic membrane exocytosis protein 4 (RIM4 gamma) (Rab3-interacting molecule 4) (RIM 4)	RIMS4 C20orf190
Q6NUQ1	RAD50-interacting protein 1 (RAD50 interactor 1) (HsRINT-1) (RINT-1)	RINT1
Q9BRS2	Serine/threonine-protein kinase RIO1 (EC 2.7.11.1) (EC 3.6.3.-) (RIO kinase 1)	RIOK1 RIO1
Q9HB40	Retinoid-inducible serine carboxypeptidase (EC 3.4.16.-) (Serine carboxypeptidase 1)	SCPEP1 RISC SCP1 MSTP034 UNQ265/PRO302
P62913	60S ribosomal protein L11 (CLL-associated antigen KW-12) (Large ribosomal subunit protein uL5)	RPL11
O95980	Reversion-inducing cysteine-rich protein with Kazal motifs (hRECK) (Suppressor of tumorigenicity 15 protein)	RECK ST15
O94762	ATP-dependent DNA helicase Q5 (EC 3.6.4.12) (DNA helicase, RecQ-like type 5) (RecQ5) (RecQ protein-like 5)	RECQL5 RECQ5
Q9NS39	Double-stranded RNA-specific editase B2 (EC 3.5.-.-) (RNA-dependent adenosine deaminase 3) (RNA-editing deaminase 2) (RNA-editing enzyme 2) (dsRNA adenosine deaminase B2)	ADARB2 ADAR3 RED2
Q13123	Protein Red (Cytokine IK) (IK factor) (Protein RER)	IK RED RER
Q9H902	Receptor expression-enhancing protein 1 (Spastic paraplegia 31 protein)	REEP1 C2orf23 SPG31
Q9BYZ8	Regenerating islet-derived protein 4 (REG-4) (Gastrointestinal secretory protein) (REG-like protein) (Regenerating islet-derived protein IV) (Reg IV)	REG4 GISP RELP
Q6NUK4	Receptor expression-enhancing protein 3	REEP3 C10orf74
Q00765	Receptor expression-enhancing protein 5 (Polyposis locus protein 1) (Protein TB2)	REEP5 C5orf18 DP1 TB2
Q96HR9	Receptor expression-enhancing protein 6 (Polyposis locus protein 1-like 1)	REEP6 C19orf32 DP1L1
P04090	Prorelaxin H2 [Cleaved into: Relaxin B chain; Relaxin A chain]	RLN2
A0A1B0GV85	Reelin domain-containing protein 1	REELD1
Q8IYK8	GTP-binding protein REM 2 (Rad and Gem-like GTP-binding protein 2)	REM2
Q8NC24	RELT-like protein 2	RELL2 C5orf16 UNQ9423/PRO34565
Q9P2R6	Arginine-glutamic acid dipeptide repeats protein (Atrophin-1-like protein) (Atrophin-1-related protein)	RERE ARG ARP ATN1L KIAA0458
Q86VR2	Reticulophagy regulator 3	RETREG3 FAM134C
Q9BZI7	Regulator of nonsense transcripts 3B (Nonsense mRNA reducing factor 3B) (Up-frameshift suppressor 3 homolog B) (hUpf3B) (Up-frameshift suppressor 3 homolog on chromosome X) (hUpf3p-X)	UPF3B RENT3B UPF3X
Q6NUM9	All-trans-retinol 13,14-reductase (EC 1.3.99.23) (All-trans-13,14-dihydroretinol saturase) (RetSat) (PPAR-alpha-regulated and starvation-induced gene protein)	RETSAT PPSIG UNQ439/PRO872
Q9BQ08	Resistin-like beta (Colon and small intestine-specific cysteine-rich protein) (Colon carcinoma-related gene protein) (Cysteine-rich secreted protein A12-alpha-like 1) (Cysteine-rich secreted protein FIZZ2) (RELMbeta)	RETNLB CCRG FIZZ2 HXCP2 RETNL2 UNQ408/PRO770
O75787	Renin receptor (ATPase H(+)-transporting lysosomal accessory protein 2) (ATPase H(+)-transporting lysosomal-interacting protein 2) (ER-localized type I transmembrane adaptor) (Embryonic liver differentiation factor 10) (N14F) (Renin/prorenin receptor) (Vacuolar ATP synthase membrane sector-associated protein M8-9) (ATP6M8-9) (V-ATPase M8.9 subunit)	ATP6AP2 ATP6IP2 CAPER ELDF10 HT028 MSTP009 PSEC0072
P35250	Replication factor C subunit 2 (Activator 1 40 kDa subunit) (A1 40 kDa subunit) (Activator 1 subunit 2) (Replication factor C 40 kDa subunit) (RF-C 40 kDa subunit) (RFC40)	RFC2
O75678	Ret finger protein-like 2 (RING finger protein 79)	RFPL2 RNF79
P40938	Replication factor C subunit 3 (Activator 1 38 kDa subunit) (A1 38 kDa subunit) (Activator 1 subunit 3) (Replication factor C 38 kDa subunit) (RF-C 38 kDa subunit) (RFC38)	RFC3
Q6ZWI9	Ret finger protein-like 4B (RING finger protein 211)	RFPL4B RNF211
Q6PCD5	E3 ubiquitin-protein ligase RFWD3 (EC 2.3.2.27) (RING finger and WD repeat domain-containing protein 3) (RING finger protein 201)	RFWD3 RNF201
P22670	MHC class II regulatory factor RFX1 (Enhancer factor C) (EF-C) (Regulatory factor X 1) (RFX) (Transcription factor RFX1)	RFX1
P48380	Transcription factor RFX3 (Regulatory factor X 3)	RFX3
Q33E94	Transcription factor RFX4 (Regulatory factor X 4) (Testis development protein NYD-SP10)	RFX4
Q6ZV50	DNA-binding protein RFX8 (Regulatory factor X 8)	RFX8
Q8IZJ4	Ral-GDS-related protein (hRGR) (Ral guanine nucleotide dissociation stimulator-like 4) (RalGDS-like 4)	RGL4 RGR
Q8N9B8	Ras-GEF domain-containing family member 1A	RASGEF1A
Q15493	Regucalcin (RC) (Gluconolactonase) (GNL) (EC 3.1.1.17) (Senescence marker protein 30) (SMP-30)	RGN SMP30
Q86X27	Ras-specific guanine nucleotide-releasing factor RalGPS2 (Ral GEF with PH domain and SH3-binding motif 2) (RalA exchange factor RalGPS2)	RALGPS2
Q8N431	Ras-GEF domain-containing family member 1C	RASGEF1C
Q2M5E4	Regulator of G-protein signaling 21 (RGS21)	RGS21
Q92546	RAB6A-GEF complex partner protein 2 (Retrograde Golgi transport protein RGP1 homolog)	RGP1 KIAA0258
O43251	RNA binding protein fox-1 homolog 2 (Fox-1 homolog B) (Hexaribonucleotide-binding protein 2) (RNA-binding motif protein 9) (RNA-binding protein 9) (Repressor of tamoxifen transcriptional activity)	RBFOX2 FOX2 HRNBP2 RBM9 RTA
O14924	Regulator of G-protein signaling 12 (RGS12)	RGS12
O14921	Regulator of G-protein signaling 13 (RGS13)	RGS13
Q9UGC6	Regulator of G-protein signaling 17 (RGS17)	RGS17 RGSZ2
P49795	Regulator of G-protein signaling 19 (RGS19) (G-alpha-interacting protein) (GAIP)	RGS19 GAIP GNAI3IP
P57771	Regulator of G-protein signaling 8 (RGS8)	RGS8
Q02094	Ammonium transporter Rh type A (Erythrocyte membrane glycoprotein Rh50) (Erythrocyte plasma membrane 50 kDa glycoprotein) (Rh50A) (Rhesus blood group family type A glycoprotein) (Rh family type A glycoprotein) (Rh type A glycoprotein) (Rhesus blood group-associated ammonia channel) (Rhesus blood group-associated glycoprotein) (CD antigen CD241)	RHAG RH50
A7KAX9	Rho GTPase-activating protein 32 (Brain-specific Rho GTPase-activating protein) (GAB-associated Cdc42/Rac GTPase-activating protein) (GC-GAP) (GTPase regulator interacting with TrkA) (Rho-type GTPase-activating protein 32) (Rho/Cdc42/Rac GTPase-activating protein RICS) (RhoGAP involved in the beta-catenin-N-cadherin and NMDA receptor signaling) (p200RhoGAP) (p250GAP)	ARHGAP32 GRIT KIAA0712 RICS
Q6ZRI8	Rho GTPase-activating protein 36	ARHGAP36
Q9H4E5	Rho-related GTP-binding protein RhoJ (Ras-like protein family member 7B) (Tc10-like GTP-binding protein)	RHOJ ARHJ RASL7B RHOI TCL
Q5UIP0	Telomere-associated protein RIF1 (Rap1-interacting factor 1 homolog)	RIF1
Q8IXN7	N-acetylaspartylglutamate synthase A (NAAG synthetase A) (NAAGS) (EC 6.3.2.41) (N-acetylaspartylglutamylglutamate synthase A) (EC 6.3.2.42) (Ribosomal protein S6 modification-like protein A)	RIMKLA FAM80A
Q6R327	Rapamycin-insensitive companion of mTOR (AVO3 homolog) (hAVO3)	RICTOR KIAA1999
Q9UJD0	Regulating synaptic membrane exocytosis protein 3 (Nim3) (RIM3 gamma) (Rab-3-interacting molecule 3) (RIM 3)	RIMS3 KIAA0237
Q8WYP3	Ras and Rab interactor 2 (Ras association domain family 4) (Ras inhibitor JC265) (Ras interaction/interference protein 2)	RIN2 RASSF4
Q8TB24	Ras and Rab interactor 3 (Ras interaction/interference protein 3)	RIN3
Q13546	Receptor-interacting serine/threonine-protein kinase 1 (EC 2.7.11.1) (Cell death protein RIP) (Receptor-interacting protein 1) (RIP-1) (Serine/threonine-protein kinase RIP)	RIPK1 RIP RIP1
O14730	Serine/threonine-protein kinase RIO3 (EC 2.7.11.1) (RIO kinase 3) (sudD homolog)	RIOK3 SUDD
P13489	Ribonuclease inhibitor (Placental ribonuclease inhibitor) (Placental RNase inhibitor) (Ribonuclease/angiogenin inhibitor 1) (RAI)	RNH1 PRI RNH
Q96K30	RBPJ-interacting and tubulin-associated protein 1 (RBPJ-interacting and tubulin-associated protein)	RITA1 C12orf52 RITA PSEC0043
Q9H628	Ras-related and estrogen-regulated growth inhibitor-like protein (RERG/Ras-like protein)	RERGL
Q96A58	Ras-related and estrogen-regulated growth inhibitor	RERG
P10745	Retinol-binding protein 3 (Interphotoreceptor retinoid-binding protein) (IRBP) (Interstitial retinol-binding protein)	RBP3
Q9H1J1	Regulator of nonsense transcripts 3A (Nonsense mRNA reducing factor 3A) (Up-frameshift suppressor 3 homolog A) (hUpf3)	UPF3A RENT3A UPF3
P51606	N-acylglucosamine 2-epimerase (AGE) (EC 5.1.3.8) (GlcNAc 2-epimerase) (N-acetyl-D-glucosamine 2-epimerase) (Renin-binding protein) (RnBP)	RENBP
Q9HD89	Resistin (Adipose tissue-specific secretory factor) (ADSF) (C/EBP-epsilon-regulated myeloid-specific secreted cysteine-rich protein) (Cysteine-rich secreted protein A12-alpha-like 2) (Cysteine-rich secreted protein FIZZ3)	RETN FIZZ3 HXCP1 RSTN UNQ407/PRO1199
Q9HAU5	Regulator of nonsense transcripts 2 (Nonsense mRNA reducing factor 2) (Up-frameshift suppressor 2 homolog) (hUpf2)	UPF2 KIAA1408 RENT2
F8VTS6	Ret finger protein-like 4A-like protein 1	RFPL4AL1
P27694	Replication protein A 70 kDa DNA-binding subunit (RP-A p70) (Replication factor A protein 1) (RF-A protein 1) (Single-stranded DNA-binding protein) [Cleaved into: Replication protein A 70 kDa DNA-binding subunit, N-terminally processed]	RPA1 REPA1 RPA70
P15927	Replication protein A 32 kDa subunit (RP-A p32) (Replication factor A protein 2) (RF-A protein 2) (Replication protein A 34 kDa subunit) (RP-A p34)	RPA2 REPA2 RPA32 RPA34
Q8HWS3	DNA-binding protein RFX6 (Regulatory factor X 6) (Regulatory factor X domain-containing protein 1)	RFX6 RFXDC1
O15211	Ral guanine nucleotide dissociation stimulator-like 2 (RalGDS-like 2) (RalGDS-like factor) (Ras-associated protein RAB2L)	RGL2 RAB2L
